# STATION 
# START_TIME 2023-04-18T15:21:14.000000Z
# SAMPING_FREQ 10.0
# NDAT 26070
# time [s],f004,f005,f006,f007
1.080000000000000071e+01,-1.835862264590851282e+03,-1.967132531248159353e+02,-1.110225910807610035e+03,-3.596625953004744929e+02
1.090000000000000036e+01,-1.814456461770304031e+03,-1.810249591224263668e+02,-1.102816324234527201e+03,-3.599097394223223318e+02
1.100000000000000000e+01,-1.807646320967241991e+03,-1.786084964669068142e+02,-1.097209716014350306e+03,-3.624589953121962935e+02
1.109999999999999964e+01,-1.816426668721640681e+03,-1.754797198711585509e+02,-1.101488254233497855e+03,-3.604787690763166665e+02
1.119999999999999929e+01,-1.820734026112712854e+03,-1.714511039474876952e+02,-1.108134905555135902e+03,-3.556649430447208715e+02
1.130000000000000071e+01,-1.819674509914749024e+03,-1.774406744796073099e+02,-1.108723302135028007e+03,-3.550529933799640503e+02
1.140000000000000036e+01,-1.820047228600585640e+03,-1.822210870958663236e+02,-1.104831535541804897e+03,-3.571851754741838931e+02
1.150000000000000000e+01,-1.819499048438880209e+03,-1.793262017240531918e+02,-1.103242866780334225e+03,-3.623359762200764180e+02
1.159999999999999964e+01,-1.818220744748463858e+03,-1.770869421583818166e+02,-1.103107339384154102e+03,-3.650798744122697599e+02
1.169999999999999929e+01,-1.820641690350201543e+03,-1.757433682191997946e+02,-1.100297142047247007e+03,-3.580464686164252157e+02
1.180000000000000071e+01,-1.824646814324237766e+03,-1.779637021538073895e+02,-1.103750869685547968e+03,-3.541955793666621162e+02
1.190000000000000036e+01,-1.825243219212205759e+03,-1.853449298099243947e+02,-1.112282423585386823e+03,-3.589442932426869675e+02
1.200000000000000000e+01,-1.824050593128720266e+03,-1.847012267539781760e+02,-1.109109834598678162e+03,-3.559242863964224171e+02
1.209999999999999964e+01,-1.826545438566397934e+03,-1.786107149028546246e+02,-1.104370478079531949e+03,-3.511602879882171351e+02
1.219999999999999929e+01,-1.828912323895533746e+03,-1.806332632508441520e+02,-1.110880914988587165e+03,-3.596706068820592463e+02
1.230000000000000071e+01,-1.822685430507194724e+03,-1.837552153591306876e+02,-1.109641216039078245e+03,-3.613344790295119537e+02
1.240000000000000036e+01,-1.817241672542019387e+03,-1.844535137703473424e+02,-1.100621508117546909e+03,-3.509002776953122407e+02
1.250000000000000000e+01,-1.821647278995876377e+03,-1.867327662718192300e+02,-1.100984861406113851e+03,-3.543389184418492732e+02
1.259999999999999964e+01,-1.821404618774421806e+03,-1.846415474085202959e+02,-1.102775517007400595e+03,-3.627859687132616955e+02
1.269999999999999929e+01,-1.815106587631678849e+03,-1.819922899510994228e+02,-1.104376091783326501e+03,-3.575558309407243769e+02
1.280000000000000071e+01,-1.819597788191548943e+03,-1.845026957510716841e+02,-1.111149015513048198e+03,-3.532933642284540952e+02
1.290000000000000036e+01,-1.826191988690724884e+03,-1.827572828492398571e+02,-1.109051358550578243e+03,-3.560060405985743728e+02
1.300000000000000000e+01,-1.819579037839248258e+03,-1.760970638510384561e+02,-1.098378083753792907e+03,-3.562148464712009854e+02
1.309999999999999964e+01,-1.814971371843655561e+03,-1.742449893194869901e+02,-1.098548152215514165e+03,-3.548559396649079645e+02
1.319999999999999929e+01,-1.825495709890317130e+03,-1.785885096805357932e+02,-1.107797096082029157e+03,-3.540308317251394783e+02
1.330000000000000071e+01,-1.833235948579778096e+03,-1.843759703509023780e+02,-1.109025402582888546e+03,-3.542740818089959021e+02
1.340000000000000036e+01,-1.823597272113807321e+03,-1.839563092179220689e+02,-1.103704093860234934e+03,-3.563141439740616079e+02
1.350000000000000000e+01,-1.808139179220323967e+03,-1.743657099369063985e+02,-1.101976391679438620e+03,-3.549522941296676208e+02
1.359999999999999964e+01,-1.793489750199333230e+03,-1.600311540589117385e+02,-1.100500139661896810e+03,-3.512672303347435445e+02
1.369999999999999929e+01,-1.774914174766784981e+03,-1.465234254089860713e+02,-1.098950254295063587e+03,-3.558373506473366206e+02
1.380000000000000071e+01,-1.767095436743731625e+03,-1.452920619842331291e+02,-1.102883197994421153e+03,-3.651545897975805133e+02
1.390000000000000036e+01,-1.781409269017253791e+03,-1.575488026371473325e+02,-1.104906911658420995e+03,-3.644687460829902648e+02
1.400000000000000000e+01,-1.795752875288043015e+03,-1.669731176313285346e+02,-1.101212652158521223e+03,-3.574314114159428755e+02
1.409999999999999964e+01,-1.796446234476936752e+03,-1.677795883347091888e+02,-1.102576479168972583e+03,-3.567179510163233545e+02
1.419999999999999929e+01,-1.794959555895311496e+03,-1.655264550016316889e+02,-1.106632489942972370e+03,-3.588927377582496092e+02
1.430000000000000071e+01,-1.798540091705167924e+03,-1.668524180162673929e+02,-1.103348419136719031e+03,-3.568448464283584372e+02
1.440000000000000036e+01,-1.809668490311567439e+03,-1.735917119991610491e+02,-1.100361113883823009e+03,-3.552084551553836036e+02
1.450000000000000000e+01,-1.818701480277679593e+03,-1.746653521327001499e+02,-1.101363524707071747e+03,-3.567296627246925027e+02
